date,user_id,comments
"July 30, 2018  6:11PM",benjaminh,"jpp5862 said:
....How many miles do you have on the TLX now? After going on a couple of test rides with @michaell I'm a fan of the 4 cylinder TLX.
I already have over 2500 miles on it—and I've only owned it a month. For initial purchase price and mpg I think the 2.4 is a winner. And kept in Sport mode it's fast enough for me, but no doubt the V-6 is much faster."
"July 30, 2018  7:12PM",jpp75,"benjaminh said:


I already have over 2500 miles on it—and I've only owned it a month. For initial purchase price and mpg I think the 2.4 is a winner. And kept in Sport mode it's fast enough for me, but no doubt the V-6 is much faster.

That says a lot that you've driven it that much. The V6 may be a bit faster but I prefer the 4 cyl."
"July 31, 2018 12:43AM",sda,"benjaminh said:
show previous quotes
The CR-V is a very nice vehicle—but not really my cup of tea. It really is my wife's car. But you're right that I'm going to need to start driving it to reduce the added miles on the TLX. The CR-V feels rather big and tall compared to the TLX, or really almost anything else I've ever driven except my 1969 VW Bus from so long ago. Are you thinking of a CR-V? A CR-V really has good bang for the buck, with impressive passenger and cargo room.
I will buy another sedan at some point. Thinking a current version of the Accord EXL/Touring, TLX tech, Audi A4, used CPO. I am interested to know how the 1.5 engine performs. A friend just bought an '18 CR-V EXL AWD and says it doesn't feel as peppy as their '15 CR-V AWD which they still have. She also says the '18 feels bigger than the '15. My SIL is going to replace her '06 TL soon and says she will give it to us for my daughter to drive. It is still in excellent condition and she is the original owner. As nice as that might be, that puts a kink in my plan to give the Accord to my daughter and for me to get something 'new' for me. My wife is doing a happy dance, no new purchases! ugh"
"July 31, 2018 11:01AM",benjaminh,"sda said:
....I will buy another sedan at some point. Thinking a current version of the Accord EXL/Touring, TLX tech, Audi A4, used CPO. I am interested to know how the 1.5 engine performs. A friend just bought an '18 CR-V EXL AWD and says it doesn't feel as peppy as their '15 CR-V AWD which they still have. She also says the '18 feels bigger than the '15. My SIL is going to replace her '06 TL soon and says she will give it to us for my daughter to drive. It is still in excellent condition and she is the original owner. As nice as that might be, that puts a kink in my plan to give the Accord to my daughter and for me to get something 'new' for me. My wife is doing a happy dance, no new purchases! ugh
Your daughter getting an Acura TL from a relative seems like it might be a good thing when it comes to getting a future car for you—because instead of giving your 2013 Accord EX to your daughter you can use your substantial trade-in value to get a new car for yourself. Mr.Shiftright has suggested on another thread that Audis after 80k miles tend not to be reliable, which might make an Acura or Honda better for long-term ownership. If you need a bigger back seat the Accord is going to be a better choice than the TLX, but in most other ways I think the TLX is better than an Accord. At some point you might consider test driving both."
"August  1, 2018  2:49PM",henryn,"benjaminh said:
If you need a bigger back seat the Accord is going to be a better choice than the TLX,

If you need a big back seat in a sedan, you really need to look at the Passat."
"August  1, 2018  9:11PM",sda,"I haven't ruled out the Passat. I find it attractive and from what I understand they drive well but not as crisply as the '06 Passat 2.0T that I used to own. As much as I like VWs, have owned many, none have been as trouble free as the Hondas we've owned."
"August  2, 2018  3:37AM",andres3,"sda said:
I haven't ruled out the Passat. I find it attractive and from what I understand they drive well but not as crisply as the '06 Passat 2.0T that I used to own. As much as I like VWs, have owned many, none have been as trouble free as the Hondas we've owned.
I have an old friend that just testified to the following:

He took his '86 Accord to 337,000 miles, at which point it ran well, but got rear-ended and totaled.

He currently has a '04 Accord at 184K miles, His plan is to save up for the following 5 years, and then buy his race/sports car.

This came up because he lives very close to where my old S4 is for sale right now."
"August  2, 2018 10:52AM",benjaminh,"sda said:
I haven't ruled out the Passat. I find it attractive and from what I understand they drive well but not as crisply as the '06 Passat 2.0T that I used to own. As much as I like VWs, have owned many, none have been as trouble free as the Hondas we've owned.
The 2018 Passat got a mixed review from Motor Trend recently. They didn't much like the engine, the braking, the handling, etc. The Passat has a roomy back seat, and can be had at a bargain price, but....

https://www.motortrend.com/cars/volkswagen/passat/2018/2018-volkswagen-passat-first-test-review/"
"August  2, 2018 11:44AM",ab348,"benjaminh said:
show previous quotes
The 2018 Passat got a mixed review from Motor Trend recently. They didn't much like the engine, the braking, the handling, etc., and overall called it ""mediocre."" The Passat has a roomy back seat, and can be had at a bargain price, but....

https://www.motortrend.com/cars/volkswagen/passat/2018/2018-volkswagen-passat-first-test-review/
Well, it sounds like the author had consumed quite a bit of the Honda Kool-Aid, so I would take the article with a grain of salt. It certainly looks better than the Accord or Camry, and I suspect the handling and braking criticisms may be due to the selection of hard low rolling-resistance tires by VW. One thing I fail to undertand is how VW can take a 2L engine, turbocharge it, and end up with 174HP when other makes routinely get around 80-100HP more by doing that."
"August  2, 2018 11:58AM",benjaminh,"sda said:
....I will buy another sedan at some point. Thinking a current version of the Accord EXL/Touring, TLX tech, Audi A4, used CPO. I am interested to know how the 1.5 engine performs....
The entry-level TLX with an msrp of $33k might also be something to consider. For 3k more than an Accord EXL it offers some significant things above an Accord in terms of the steering, transmission, brakes, interior design and quality, etc. Although I've gotten somewhat used to the style of the new 2018 Accord, I still think the TLX looks better from every angle.

The A4 is also a very nice design, and the Audi is maybe the best-looking entry-level luxury car right now imho. The TLX is close, but I do think that the Acura calipers on the front grill are maybe a bit too large, like it's trying a little too hard? I'm getting used to it, but I think the styling details on the Audi are very nice.

I guess the real bargain for leasing when it comes to entry-level luxury cars is the ILX, which is basically the fanciest and most powerful 2015 Civic ever. Still, with a lease price of c. $200 a month it's a good deal for the money. It's close to the same price as leasing a Civic.

Your 2013 Accord EX might be worth c. $11-12k at trade-in, which obviously means that you have a big downpayment. Would you lean toward leasing or buying?

For entry-level luxury cars the lease deals seem better than the purchase deals."
"August  2, 2018  1:46PM",benjaminh,"Declining sales last month for most ELL cars means bargains can be found....

ES 4,551 -31.5%

Cclass 3,841 -21.6%

A4 3,433 +17%

3series 3,185 -22%

Q50 2,397 -7.7%

IS 2,068 -15.3%

TLX 2,046 -18%

MKZ 1,580 -34.1%

Giulia 858 -22%

S60 799 -11.6%"
"August  3, 2018  5:49PM",laurasdada,Jag XE didn't even make the list; that can't be good...
"August  3, 2018  5:51PM",benjaminh,"laurasdada said:
Jag XE didn't even make the list; that can't be good...
Probably a Jaguar is in a different category higher than ""entry-level luxury."" I just copied and pasted that list that someone compiled. I notice it's also missing the Cadillac ATS, I guess because the ATS is a little smaller?"
"August  3, 2018  6:11PM",Mr_Shiftright,Jaguar XE sales are down considerably from 2017
"August  4, 2018 10:57PM",benjaminh,"""Danger Will Robinson!""

What happens when you like driving your new car too much? In just five weeks of ownership I've put c.3300 miles on it on my newly leased TLX Tech. I love the handling, the stereo, the engine, the transmission, the seats, etc. And so I've been going on lots of fun trips to see old friends, driven to sites in town I haven't seen, and I've also been driving to cities I've never before visited. Since I'm a prof. (which perhaps explains a few things) once the school year starts in a couple of weeks I won't be driving so much since I'll be working all the time. So that should slow down the miles, and then I'll also probably start driving my wife's new CR-V sometimes when going back and forth to Lexington.

But yikes...."
"August  4, 2018 11:53PM",benjaminh,"With destination the starting price for an Acura TLX is $33,995. That's a lot of money, but for that price the TLX comes with a moonroof, power heated seats, AcuraWatch, etc., etc. An Audi A4, BMW 320i, or Lexus ES350 with about the same level of equipment all have msrps of about $41k, making the 34k for the TLX seem pretty good. But some people put the A4, 320i, and ES350 in a higher category than the TLX.

For the entry-level model TLX probably some are cross-shopping the Accord EXL 1.5, which has an msrp with destination of about $31k. So one way to look at it would be what does the TLX base have that makes it worth $3000 more than an Accord EXL.

Here's my very subjective valuation of what the added features and qualities of the TLX are worth to me personally over an Accord EXL....

The exclusive 4-wheel steering of the TLX would be worth to me as an option at least $1200. The 4WS really helps make the steering better, from parallel parking, to medium speed cornering, to higher speed lane changes. Great system imho.

The 8-speed dual clutch transmission with torque converter is worth at least $800 to me compared to the Accord's CVT.

The better suspension of the TLX compared to the Accord is worth at least $500 to me.

The quieter ride of the TLX is also worth about $500 to me.

The TLX's better and bigger brakes with their ""Premium Bosch 6-piston brake modulator"" another 500. Plus the ten spoke wheels look better to me on the TLX than the strange designs found on the Accord.

The longer Acura warranty—4 year bumper to bumper, and 6 year/70,000 mile engine and transmission is also worth maybe 500 to me. And the fact that they threw in 2 years of maintenance in a much nicer waiting area reinforces that.

The nicer interior parts all throughout the inside the TLX, and the more interesting and better-looking to me sheetmetal outside is worth at least another 1000, and maybe twice that.

Very subjectively to me then the TLX does seem to be ""worth"" c. 5000+ more than a comparable Accord, making the added cost of 3k seem like a good deal. And with the lease incentives Acura offers it doesn't seem like you even pay that....?"
"August  5, 2018 12:46AM",sda,"benjaminh said:
""Danger Will Robinson!""

What happens when you like driving your new car too much? In just five weeks of ownership I've put c.3300 miles on it on my newly leased TLX Tech. I love the handling, the stereo, the engine, the transmission, the seats, etc. And so I've been going on lots of fun trips to see old friends, driven to sites in town I haven't seen, and I've also been driving to cities I've never before visited. Since I'm a prof. (which perhaps explains a few things) once the school year starts in a couple of weeks I won't be driving so much since I'll be working all the time. So that should slow down the miles, and then I'll also probably start driving my wife's new CR-V sometimes when going back and forth to Lexington.

But yikes....
What classes do you teach? I wonder if the standard audio in the TLX is better than the current Accord EXL+ models. I do wish the standard TLX came with leather instead of faux leather. The higher seating position in the TLX, similar to my Accord is a plus. I don't like the lower seating stance of the new Accord."
"August  5, 2018  1:38AM",benjaminh,"sda said:
....
What classes do you teach? I wonder if the standard audio in the TLX is better than the current Accord EXL+ models. I do wish the standard TLX came with leather instead of faux leather. The higher seating position in the TLX, similar to my Accord is a plus. I don't like the lower seating stance of the new Accord.
I teach art history—and I really enjoy it!

I think the standard audio in the TLX is similar to the top-of-the-line system in the Accord EXL/Touring. So it's a very good system that's quite a bit better than what you and I hear/heard in our EXs. The ELS takes it to the next level, but the starting system is already equal to the best that Honda offers—and maybe it's even a little bit better? In terms of the leatherette, I would have been happy with that too. In fact, imho it's less worry because leatherette will last longer than probably almost anything else on the car, while leather after 8 years or so might be reaching the danger zone even if cared for.

The seating position in the TLX is just slightly lower than in my 2016 Accord.

But like you I did find the seating position of the 2018 Accord maybe a little too low.

I do enjoy the Tech features, but if they had had a TLX base on the lot I might have gotten that one if it saved me money over the Tech. It happened that it was the very last TLX 2.4 they had."
"August  5, 2018  1:17PM",sda,"benjaminh said:
show previous quotes

I teach art history—and I really enjoy it!

I think the standard audio in the TLX is similar to the top-of-the-line system in the Accord EXL/Touring. So it's a very good system that's quite a bit better than what you and I hear/heard in our EXs. The ELS takes it to the next level, but the starting system is already equal to the best that Honda offers—and maybe it's even a little bit better? In terms of the leatherette, I would have been happy with that too. In fact, imho it's less worry because leatherette will last longer than probably almost anything else on the car, while leather after 8 years or so might be reaching the danger zone even if cared for.

The seating position in the TLX is just slightly lower than in my 2016 Accord.

But like you I did find the seating position of the 2018 Accord maybe a little too low.

I do enjoy the Tech features, but if they had had a TLX base on the lot I might have gotten that one if it saved me money over the Tech. It happened that it was the very last TLX 2.4 they had.
I have always enjoyed history and am sure I would enjoy your class. When I went to The Univ of TN, Knoxville, I took several French culture classes that were a mix of history and reading books written by French authors. One class was taught by a professor who had participated in the French resistance during WWII. The stories and insight that she shared, wow. I am delighted you enjoy what you do, too many don't.

To stay on topic: I see more and more TLXs on the road. For first generation it is hard to tell the 2.4 from the V6, with the rim style/tire size being the real give away. Goodyear tires on the 2.4, Bridgestone tires on the V6."
"August  5, 2018  6:04PM",benjaminh,A pic from today....
"August  7, 2018 11:51PM",benjaminh,"One of the features I like on my TLX's stereo is that it has built-in memory/storage for CDs. The new Accord and many other cars have taken out the CD player entirely, but the TLX with ELS sound has a player that downloads every CD into its memory in about 5 minutes and then stores it in an album folder. In the first pic you'll see that it's at 29% for downloading the 1958 classic album from Nat King Cole called St. Louis Blues...."
"August  8, 2018 12:00AM",andres3,"benjaminh said:
One of the features I like on my TLX's stereo is that it has built-in memory/storage for CDs. The new Accord and many other cars have taken out the CD player entirely, but the TLX with ELS sound has a player that downloads every CD into its memory in about 5 minutes and then stores it in an album folder. In the first pic you'll see that it's at 29% for downloading the 1958 classic album from Nat King Cole called St. Louis Blues....





What's the storage capacity in GB? If uncompressed WAV files, about 700 MB per album."
"August  8, 2018 12:08AM",benjaminh,"andres3 said:
....What's the storage capacity in GB? If uncompressed WAV files, about 700 MB per album.
Good questions. Tried to look it up at the Acura web site but the info doesn't seem to be there. Perhaps its in the owner's manual....

In any case the ELS sound system is better than my home stereo. I'm hearing details on albums I haven't heard before. I've been thinning out my CD collection over the last ten years, but thank goodness I still saved c. 150 favorites! I'm planning to start downloading them to the car each week as I drive."
"August  8, 2018  1:53AM",sda,"benjaminh said:
show previous quotes
Good questions. Tried to look it up at the Acura web site but the info doesn't seem to be there. Perhaps its in the owner's manual....

In any case the ELS sound system is better than my home stereo. I'm hearing details on albums I haven't heard before. I've been thinning out my CD collection over the last ten years, but thank goodness I still saved c. 150 favorites! I'm planning to start downloading them to the car each week as I drive.
That's cool as I still play CDs in the Accord and Pilot from time to time. I still listen to vinyl about once a month at home. Some cassettes, rarely, thou no 8 tracks."
"August  8, 2018  2:08AM",henryn,"Back in the late 80's or early 90's (don't remember what year) I donated two high end turntables and slightly over 400 vinyl record albums, and never looked back. I spent years protecting and cleaning and fussing over records like each one was the hope diamond. No more, never again, thank you very much. And then when I got divorced in 1999, I donated some uncounted number of CDs. All ripped and stored on the computer, no need for optical disks anymore. In those days, if I was going on a trip, I would burn custom CDs, a ""road mix"" if you will, just for that trip. These days, it's all on flash drives with a playlist. Some things do get better.

And I will extend that to cars. Yes, cars really are a lot better. Faster, cleaner, MUCH longer lasting. If I don't enjoy them as much (although I still do enjoy, just not as much), then I attribute that to being a grouchy old man.

You kids get off my lawn!"
"August  8, 2018  2:16AM",roadburner,The hard drives in late model BMWs have a 20GB storage capacity- it is convenient.
"August  8, 2018  4:43AM",Michaell,"henryn said:
Back in the late 80's or early 90's (don't remember what year) I donated two high end turntables and slightly over 400 vinyl record albums, and never looked back. I spent years protecting and cleaning and fussing over records like each one was the hope diamond. No more, never again, thank you very much. And then when I got divorced in 1999, I donated some uncounted number of CDs. All ripped and stored on the computer, no need for optical disks anymore. In those days, if I was going on a trip, I would burn custom CDs, a ""road mix"" if you will, just for that trip. These days, it's all on flash drives with a playlist. Some things do get better.

And I will extend that to cars. Yes, cars really are a lot better. Faster, cleaner, MUCH longer lasting. If I don't enjoy them as much (although I still do enjoy, just not as much), then I attribute that to being a grouchy old man.

You kids get off my lawn!
May I suggest you check out a copy of the book ""The Revenge of Analog"" from your local library?

Goes into detail about the revival of things like vinyl, books, board games, notebooks and the like. Great read."
"August  8, 2018  3:42PM",Mr_Shiftright,"sda said:
show previous quotes



That's cool as I still play CDs in the Accord and Pilot from time to time. I still listen to vinyl about once a month at home. Some cassettes, rarely, thou no 8 tracks.

Funny...I just had this image of feeding vinyl records into the dashboard."
"August  8, 2018  4:34PM",Michaell,"Mr_Shiftright said:
show previous quotes





Funny...I just had this image of feeding vinyl records into the dashboard.
Oh, you mean like this?"
"August  8, 2018  6:23PM",Mr_Shiftright,Yeah but the BIG ones.
"August  8, 2018  6:37PM",Michaell,"Mr_Shiftright said:
Yeah but the BIG ones.
You asked for it …"
"August  8, 2018  7:34PM",Mr_Shiftright,"Oh, it even has a stacker. This new technology will change everything."
"August  8, 2018  7:38PM",ab348,"A new name, Shifty?"
"August  8, 2018  7:53PM",Mr_Shiftright,"ab348 said:
A new name, Shifty?
A minor glitch we are working on . But it's still me

Ah, fixed!"
"August 10, 2018  6:12PM",laurasdada,"I believe my XF has a 10gb hard drive, it allows me to upload 10 CDs. So 10 on the HD, one in the player = the Spinal Tap nirvana of 11."
"August 11, 2018 10:53PM",benjaminh,Another little feature I like on the TLX is the built-in compass....
"August 12, 2018 12:47AM",Sandman6472,"Was watching the Mecum auction at Harrisburg the other night and they had a DeSoto Firedom go through the line with that same record player. Outstanding looking vehicle!!

The Sandman"
"August 12, 2018 12:44PM",sda,"benjaminh said:
Another little feature I like on the TLX is the built-in compass....




I like the location and look of the compass and assume that the nav is linked to that display as the street name is shown. Does it show speed limit, too? The large, clear easy to read gauges are a big plus."
"August 12, 2018  1:44PM",benjaminh,"sda said:
....
I like the location and look of the compass and assume that the nav is linked to that display as the street name is shown. Does it show speed limit, too? The large, clear easy to read gauges are a big plus.
Yes, the AndroidAuto navigation is linked to that little top display. There's actually a dial on the right of the steering wheel that lets you scroll through your various choices for that display, including tire pressure, oil life, compass/navi, performance mode, etc. When on compass/navi and you've asked it to go somewhere it also displays an arrow to show the direction of your next turn along with a mileage marker for how long that will be. All of that is also displayed in much bigger form on the center screen with the map, but it's a nice little addition to keep you on track to your destination.

PS Now that I've driven both the TLX and my wife's CR-V a lot, I've decided I like non-turbo engines slightly better. The 1.5T on the CR-V does have maybe a third of a second delay in acceleration when you floor it—but in certain situations that can seem like a substantial delay. And so turbo lag has been reduced with these new engines, but not completely eliminated.

PPS My guess is that the next generation TLX, due in maybe a year or so, will go turbo and take out the 4-wheel steering. I'd rather have a naturally aspirated engine and the 4WS. Right now I am hoping to finance the residual on the TLX when the lease is up, if we can afford it at that time. It's a really nice car that I'd like to keep long-term."
"August 13, 2018  4:00PM",andres3,"benjaminh said:
show previous quotes

Yes, the AndroidAuto navigation is linked to that little top display. There's actually a dial on the right of the steering wheel that lets you scroll through your various choices for that display, including tire pressure, oil life, compass/navi, performance mode, etc. When on compass/navi and you've asked it to go somewhere it also displays an arrow to show the direction of your next turn along with a mileage marker for how long that will be. All of that is also displayed in much bigger form on the center screen with the map, but it's a nice little addition to keep you on track to your destination.

PS Now that I've driven both the TLX and my wife's CR-V a lot, I've decided I like non-turbo engines slightly better. The 1.5T on the CR-V does have maybe a third of a second delay in acceleration when you floor it—but in certain situations that can seem like a substantial delay. And so turbo lag has been reduced with these new engines, but not completely eliminated.

PPS My guess is that the next generation TLX, due in maybe a year or so, will go turbo and take out the 4-wheel steering. I'd rather have a naturally aspirated engine and the 4WS. Right now I am hoping to finance the residual on the TLX when the lease is up, if we can afford it at that time. It's a really nice car that I'd like to keep long-term.

Floor it in a Audi with DSG on sport mode, and see if you still think turbo lag is a problem.

My guess is that the delay is more due to programming and transmission ineptitude than on the turbo lag. Does the CVT make an appearance in the CRV?"
"August 13, 2018  4:13PM",stickguy,"CRV is now a CVT, yes."
"August 13, 2018  5:51PM",andres3,"stickguy said:
CRV is now a CVT, yes.
Bingo, there's the problem, and I haven't even test driven the 1.5T yet."
"August 13, 2018  6:23PM",benjaminh,"andres3 said:
show previous quotes
Bingo, there's the problem, and I haven't even test driven the 1.5T yet.
Yeah. I think the CVT combined with a little bit of turbo lag results in a so-so performance for acceleration when you first start out."
"August 13, 2018  6:47PM",stickguy,"Plus it’s not a lightweight, and us pushing an AWD system."
"August 14, 2018 12:06AM",andres3,"@benjaminh

Alltrack pictures:"
"August 26, 2018  5:59PM",flightnurse,"So what is up with Edmunds these days? logging is a pain..

On a side note, took a little trip to San Diego, my 330i averaged 35 MPG with an average speed of 85. At 85 my car is at 2000RPMs I'm still amazed on how the MPG of this car."
"September  6, 2018  9:54PM",henryn,"https://cars.com/articles/kia-stinger-gt-vs-alfa-romeo-giulia-ti-who-does-luxury-and-lap-times-best-1420702781441/?aff=emailac&emc=emailac&smtrctid=779136862

Interesting read. Especially considering two of our regulars here in the forums have just purchased Alfa Romeos.

Who's going to step up and buy a Stinger? (smile)"
"September  7, 2018 10:38AM",circlew,"Thinking about it....

https://www.caranddriver.com/reviews/kia-stinger-gt-reliability-long-term-update"
"September  7, 2018  1:27PM",qbrozen,"henryn said:
https://cars.com/articles/kia-stinger-gt-vs-alfa-romeo-giulia-ti-who-does-luxury-and-lap-times-best-1420702781441/?aff=emailac&emc=emailac&smtrctid=779136862

Interesting read. Especially considering two of our regulars here in the forums have just purchased Alfa Romeos.

Who's going to step up and buy a Stinger? (smile)
Stinger interests me, but not the horrible lease rates."
"September  7, 2018  3:38PM",roadburner,"qbrozen said:


Stinger interests me, but not the horrible lease rates.
The Stinger is too big for my tastes, and the transmission overheat issue would also nix it if I wanted to use it as a dual purpose car. For strictly street use I still prefer the Giulia Ti Sport, even though it's a bit on the slow side.
I still think my next car will be either an M2 or an M2C."
"September  7, 2018  4:01PM",dino001,"If they keep it around in next four-five years, I think I will make myself to put on a hazmat suit and visit our friendly Kia dealer (oh, boy are they horrible here, or what) to check it out. It's got a lot of good stuff, but seems like they are still behind on a few things, such as relationship between power and gas mileage (e.g. BMW 340/440 has similar performance, but much better gas mileage as a daily driver), but with appropriate price difference, those objections and shortcomings are not insurmountable. Biggest thing will be the ""first contact"" with a sales person. Hope it won't start from ""are you buying it today?"", ""what can I do to make you take it home?"", or ""let me wash your BMW - oh, I can't find the keys"", ""How about I show you the deal - square one, two, three, four""."
"September  7, 2018  9:43PM",circlew,"The lease rate is the factor that stops me cold from taking the leap.

Since I don't track my cars, it would do fine for my needs but I would assume an M2 would surpass the Stinger on the track compared to the Giulia."
"September  8, 2018 12:25PM",qbrozen,"circlew said:
The lease rate is the factor that stops me cold from taking the leap. Since I don't track my cars, it would do fine for my needs but I would assume an M2 would surpass the Stinger on the track compared to the Giulia.
Yes, the completely noncomparable M2 would beat the Stinger on track, as would a corvette or sportbike, BTW."
"September  9, 2018  3:51AM",FlightNurse2,"roadburner said:
show previous quotes


The Stinger is too big for my tastes, and the transmission overheat issue would also nix it if I wanted to use it as a dual purpose car. For strictly street use I still prefer the Giulia Ti Sport, even though it's a bit on the slow side.
I still think my next car will be either an M2 or an M2C.
Why not a Genesis G70 with a manual?"
"September  9, 2018  1:01PM",roadburner,"Again, the local dealer are hopeless at best(What can I do to put ya in a car today, pal?)- and with the well know Hyundai proclivity to void warranties at the drop of a hat I could see problems with using it as my instructor car."
"September  9, 2018  3:19PM",FlightNurse2,"roadburner said:
Again, the local dealer are hopeless at best(What can I do to put ya in a car today, pal?)- and with the well know Hyundai proclivity to void warranties at the drop of a hat I could see problems with using it as my instructor car.
Are you talking about Genesis Dealers or Hyundia dealers? If you go out to the Genesis web site, I think you will see a completely different type of experience. Just like Infiniti, Lexus and Acura changed the way people looked at Asian cars, Genesis dealers aren't Hyundia dealers. Granted there are no Genesis only dealerships yet, but when Rich and I went and looked at a Genesis G80, the treatment was miles a head of what you get at the Kia or Hyundia salespeople. No pressure they weren't looking to be your best friend. Just have to wait for the G70 to show up at the dealers."
"September  9, 2018  4:49PM",roadburner,"Thanks, but I am more than aware of the distinction. The dealer group that owns the future Genesis store(and the current Hyundai store) has less than a stellar reputation. I suspect that their Genesis sales ""experience"" would still require me to take a long hot shower afterwards. Not worth my time."
